2023-04-08 21:40:08,250 root         INFO     Namespace(data_path='datasets/pubmed', expt_dir='./experiment', log_level='info', model='rnn')
2023-04-08 21:40:08,252 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:40:09,974 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:40:15,064 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 21:46:43,733 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.1524
2023-04-08 21:46:45,029 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1653
2023-04-08 21:46:46,333 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1280
2023-04-08 21:46:47,676 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1340
2023-04-08 21:46:49,014 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.1332
2023-04-08 21:46:50,303 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.2355
2023-04-08 21:46:51,634 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.2621
2023-04-08 21:46:53,019 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.5850
2023-04-08 21:46:54,410 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.2377
2023-04-08 21:46:55,765 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.7653
2023-04-08 21:46:57,163 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.2899
2023-04-08 21:46:58,511 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.5766
2023-04-08 21:46:59,802 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.2657
2023-04-08 21:47:01,295 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.1794
2023-04-08 21:47:09,650 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 9: Train RMSE Loss: 0.3885, Dev RMSE Loss: 1.9008, Test RMSE Loss: 0.7244
2023-04-08 21:47:11,356 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.1813
2023-04-08 21:47:12,677 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.4973
2023-04-08 21:47:14,323 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.8113
2023-04-08 21:47:15,850 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.7464
2023-04-08 21:47:17,418 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.8799
2023-04-08 21:47:19,044 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 1.1449
2023-04-08 21:47:20,747 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 0.3262
2023-04-08 21:47:22,179 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.1955
2023-04-08 21:47:23,532 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.1750
2023-04-08 21:47:25,006 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2351
2023-04-08 21:47:26,439 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.1806
2023-04-08 21:47:28,014 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.1432
2023-04-08 21:47:29,859 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1496
2023-04-08 21:47:31,520 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1399
2023-04-08 21:47:33,094 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1538
2023-04-08 21:47:34,603 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.1118
2023-04-08 21:47:36,021 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.1801
2023-04-08 21:47:37,674 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.2548
2023-04-08 21:47:39,112 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.5294
2023-04-08 21:47:40,501 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.2697
2023-04-08 21:47:41,853 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.6392
2023-04-08 21:47:43,241 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.3976
2023-04-08 21:47:44,583 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.5658
2023-04-08 21:47:45,964 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.2513
2023-04-08 21:47:47,554 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.2207
2023-04-08 21:48:15,117 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 10: Train RMSE Loss: 0.3752, Dev RMSE Loss: 1.8841, Test RMSE Loss: 0.7051
Train RMSE Loss from Evaluator: 1.0314
------Hyper-parameters------
model_name: rnn, batch_size: 64, hidden_size: 32, learning_rate: 0.001, num_epochs: 10, num_layers: 3, dropout_rate: 0.1, teacher_forcing_ratio: 0.5
input_size: 128, kernel_size: 3, num_head: 2, use_adamw: False
in_len: 4, out_len: 5
----------------------------
--------------Best Model:--------------
Epoch 1, Train RMSE Loss: 0.9514, Dev RMSE Loss: 1.5419, Test RMSE Loss: 0.7051
---------------------------------------
