2023-04-08 21:59:42,267 root         INFO     Namespace(data_path='datasets/pubmed', expt_dir='./experiment', log_level='info', model='transformer')
2023-04-08 21:59:42,654 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:59:44,696 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:59:49,978 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 22:24:51,101 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.1913
2023-04-08 22:24:58,187 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.2142
2023-04-08 22:25:05,096 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1711
2023-04-08 22:25:11,165 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1747
2023-04-08 22:25:16,688 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.1778
2023-04-08 22:25:22,062 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.2820
2023-04-08 22:25:27,336 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.3062
2023-04-08 22:25:32,518 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.6459
2023-04-08 22:25:38,423 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.2845
2023-04-08 22:25:43,976 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.9045
2023-04-08 22:25:49,503 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.3610
2023-04-08 22:25:54,827 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.7035
2023-04-08 22:26:00,424 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.3612
2023-04-08 22:26:06,041 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.2523
2023-04-08 22:26:25,165 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 9: Train RMSE Loss: 0.4679, Dev RMSE Loss: 1.9035, Test RMSE Loss: 0.7246
2023-04-08 22:26:29,392 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.2455
2023-04-08 22:26:35,209 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.7023
2023-04-08 22:26:41,163 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 1.1024
2023-04-08 22:26:46,839 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 1.0290
2023-04-08 22:26:52,261 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 1.1448
2023-04-08 22:26:57,570 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 1.3014
2023-04-08 22:27:02,908 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 0.3575
2023-04-08 22:27:08,712 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2563
2023-04-08 22:27:14,504 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2910
2023-04-08 22:27:19,886 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.3379
2023-04-08 22:27:25,177 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.2323
2023-04-08 22:27:30,450 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.1681
2023-04-08 22:27:36,216 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.2182
2023-04-08 22:27:41,982 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1791
2023-04-08 22:27:47,487 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1905
2023-04-08 22:27:53,015 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.1656
2023-04-08 22:27:58,267 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.2508
2023-04-08 22:28:03,996 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.3399
2023-04-08 22:28:08,854 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.5976
2023-04-08 22:28:14,241 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.3318
2023-04-08 22:28:20,017 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.7594
2023-04-08 22:28:25,448 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.5073
2023-04-08 22:28:31,317 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.7878
2023-04-08 22:28:36,906 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.3967
2023-04-08 22:28:42,764 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.2713
2023-04-08 22:29:40,857 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 10: Train RMSE Loss: 0.4859, Dev RMSE Loss: 1.9199, Test RMSE Loss: 0.7440
Train RMSE Loss from Evaluator: 1.0691
------Hyper-parameters------
model_name: transformer, batch_size: 64, hidden_size: 32, learning_rate: 0.001, num_epochs: 10, num_layers: 3, dropout_rate: 0.1, teacher_forcing_ratio: 0.5
input_size: 128, kernel_size: 3, num_head: 2, use_adamw: False
in_len: 4, out_len: 5
----------------------------
--------------Best Model:--------------
Epoch 1, Train RMSE Loss: 0.9699, Dev RMSE Loss: 1.5579, Test RMSE Loss: 0.7440
---------------------------------------
