2023-04-08 21:50:08,395 root         INFO     Namespace(data_path='datasets/pubmed', expt_dir='./experiment', log_level='info', model='cnn')
2023-04-08 21:50:08,395 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:50:10,509 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:50:15,264 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 21:57:17,315 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.1919
2023-04-08 21:57:18,621 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1622
2023-04-08 21:57:20,004 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1618
2023-04-08 21:57:21,474 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 0.1849
2023-04-08 21:57:22,831 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.1719
2023-04-08 21:57:24,261 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.1987
2023-04-08 21:57:25,571 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.2238
2023-04-08 21:57:26,964 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.4485
2023-04-08 21:57:28,343 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.2133
2023-04-08 21:57:29,730 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.2972
2023-04-08 21:57:31,067 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.2622
2023-04-08 21:57:32,534 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.4329
2023-04-08 21:57:33,873 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.2310
2023-04-08 21:57:35,199 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.1883
2023-04-08 21:57:43,820 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 9: Train RMSE Loss: 0.2750, Dev RMSE Loss: 1.9125, Test RMSE Loss: 0.7790
2023-04-08 21:57:45,256 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.1901
2023-04-08 21:57:46,635 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 0.3785
2023-04-08 21:57:48,194 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.5648
2023-04-08 21:57:49,570 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.5192
2023-04-08 21:57:50,884 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 0.5886
2023-04-08 21:57:52,266 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 0.5164
2023-04-08 21:57:53,613 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 0.2329
2023-04-08 21:57:54,892 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2101
2023-04-08 21:57:56,128 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2271
2023-04-08 21:57:57,427 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 0.2417
2023-04-08 21:57:58,762 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.1688
2023-04-08 21:58:00,146 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.1685
2023-04-08 21:58:01,495 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1762
2023-04-08 21:58:02,850 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1558
2023-04-08 21:58:04,297 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.1556
2023-04-08 21:58:05,658 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.1612
2023-04-08 21:58:07,078 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.2087
2023-04-08 21:58:08,367 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.2253
2023-04-08 21:58:09,650 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.4908
2023-04-08 21:58:11,074 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.2760
2023-04-08 21:58:12,498 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.3099
2023-04-08 21:58:13,833 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.2725
2023-04-08 21:58:15,164 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.3560
2023-04-08 21:58:16,453 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.2493
2023-04-08 21:58:17,854 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.2219
2023-04-08 21:58:45,801 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 10: Train RMSE Loss: 0.2906, Dev RMSE Loss: 1.8915, Test RMSE Loss: 0.7814
Train RMSE Loss from Evaluator: 1.0916
------Hyper-parameters------
model_name: cnn, batch_size: 64, hidden_size: 32, learning_rate: 0.001, num_epochs: 10, num_layers: 3, dropout_rate: 0.1, teacher_forcing_ratio: 0.5
input_size: 128, kernel_size: 3, num_head: 2, use_adamw: False
in_len: 4, out_len: 5
----------------------------
--------------Best Model:--------------
Epoch 4, Train RMSE Loss: 1.0258, Dev RMSE Loss: 1.7734, Test RMSE Loss: 0.7814
---------------------------------------
